id,painting_unique_id,featured_story_image,featured_manuscript_image,recension_id,total_manuscripts_with_this_story_id_illustrated,total_story_id_paintings,total_manuscript_paintings,manuscript_link,image_link,non_iiif_image_link,painting_number,painting_folio,painting_scan,number_of_episodes,episode_number,episode_location_on_page,episode_description,episode_keywords_objects,episode_keywords_agents,episode_keywords_activities,episode_keywords_concepts,episode_caption,episode_notes,painting_same_date_as_manuscript,painting_research_note,painting_sort_order_number,paintings_manuscript_detail_order,manuscript.manuscript,manuscript.manuscript_full_name,manuscript.link_to_digital_copy,canonical_story_id.canonical_story_id
1741,1414,FALSE,,,33,36,61,http://www.bl.uk/manuscripts/Viewer.aspx?ref=or_520_f260r,,,1,260r,,2,2,left,St Mary giving the dog water to drink from her shoe,throne; shoe; dog; ladle,Mary,,,,,,,3000,60,BOr (BL) 520,"British Library, ""Orient"" Collection, Manuscript No. 520",http://www.bl.uk/manuscripts/Viewer.aspx?ref=or_520_f001r,236
1742,1415,FALSE,,,33,36,63,http://www.bl.uk/manuscripts/Viewer.aspx?ref=or_635_f129r,,,1,129r,,2,1,left,St Mary giving the dog water to drink from her shoe,pitcher; jar; well; dog; stool; jewelry; shoe; rope; bucket; ladle,Mary,,,,,,,3000,63,BOr (BL) 635,"British Library, ""Orient"" Collection, Manuscript No. 635",http://www.bl.uk/manuscripts/Viewer.aspx?ref=or_635_f001r,236
1743,1415,FALSE,,,33,36,63,http://www.bl.uk/manuscripts/Viewer.aspx?ref=or_635_f129r,,,1,129r,,2,2,bottom-right,The group of virgins gathered around the well while one of them chases away the thirsty dog,pitcher; jar; stick; club; well; dog,,,,,,,,3000,63,BOr (BL) 635,"British Library, ""Orient"" Collection, Manuscript No. 635",http://www.bl.uk/manuscripts/Viewer.aspx?ref=or_635_f001r,236
1744,1416,FALSE,,,33,36,58,http://www.bl.uk/manuscripts/Viewer.aspx?ref=or_639_f170v,,,1,170v,,2,1,left,St Mary giving the dog water to drink from her shoe,pitcher; jar; stick; club; well; dog; tree; rope; bucket; ladle; shoe; throne; water,Mary,,,,,,,3000,55,BOr (BL) 639,"British Library, ""Orient"" Collection, Manuscript No. 639",http://www.bl.uk/manuscripts/Viewer.aspx?ref=or_639_f001r,236
1745,1416,FALSE,,,33,36,58,http://www.bl.uk/manuscripts/Viewer.aspx?ref=or_639_f170v,,,1,170v,,2,2,bottom-right,The group of virgins gathered around the well while one of them chases away the thirsty dog,pitcher; jar; stick; club; well; dog; tree; rope; bucket; ladle; water,,,,,,,,3000,55,BOr (BL) 639,"British Library, ""Orient"" Collection, Manuscript No. 639",http://www.bl.uk/manuscripts/Viewer.aspx?ref=or_639_f001r,236
1746,1417,FALSE,,,33,36,63,http://www.bl.uk/manuscripts/Viewer.aspx?ref=or_641_f179v,,,1,179v,,2,1,left,St Mary giving the dog water to drink from her shoe,pitcher; jar; well; dog; tree; ladle; shoe; stool,Mary,,,How our Lady Mary gave a drink of water to a thirsty dog where she went out to draw water with the virgins of the temple;,,,,9000,55,BOr (BL) 641,"British Library, ""Orient"" Collection, Manuscript No. 641",http://www.bl.uk/manuscripts/Viewer.aspx?ref=or_641_f001r,236
1747,1417,FALSE,,,33,36,63,http://www.bl.uk/manuscripts/Viewer.aspx?ref=or_641_f179v,,,1,179v,,2,2,bottom-right,The group of virgins gathered around the well while one of them chases away the thirsty dog,pitcher; jar; stick; club; well; dog; tree,,,,"The virgins of the temple, fetchers of water who drove away that thirsty dog; the jars of the virgins; How the girl struck the thirsty dog and drove it away from the water; The pitcher; The well of water",,,,9000,55,BOr (BL) 641,"British Library, ""Orient"" Collection, Manuscript No. 641",http://www.bl.uk/manuscripts/Viewer.aspx?ref=or_641_f001r,236
1748,1418,FALSE,,,33,36,48,http://www.bl.uk/manuscripts/Viewer.aspx?ref=or_645_f128v,"https://api.bl.uk/image/iiif/ark:/81055/vdc_100054933823.0x000102/full/400,/0/default.jpg?t=1654637717353",,1,128v,,2,1,left,St Mary giving the dog water to drink from her shoe,pitcher; jar; well; dog; tree; ladle; shoe; throne; water,Mary,,,,,,,9000,48,BOr (BL) 645,"British Library, ""Orient"" Collection, Manuscript No. 645",http://www.bl.uk/manuscripts/Viewer.aspx?ref=or_645_f001r,236
1749,1418,FALSE,,,33,36,48,http://www.bl.uk/manuscripts/Viewer.aspx?ref=or_645_f128v,"https://api.bl.uk/image/iiif/ark:/81055/vdc_100054933823.0x000102/full/400,/0/default.jpg?t=1654637717353",,1,128v,,2,2,right,The group of virgins gathered around the well while one of them chases away the thirsty dog,pitcher; jar; stick; rope; bucket; well; dog; tree,,,,,,,,9000,48,BOr (BL) 645,"British Library, ""Orient"" Collection, Manuscript No. 645",http://www.bl.uk/manuscripts/Viewer.aspx?ref=or_645_f001r,236
1750,1419,FALSE,,,33,36,36,http://www.bl.uk/manuscripts/Viewer.aspx?ref=or_646_f71r,,,1,71r,,2,1,bottom-left,The group of virgins gathered around the well while one of them chases away the thirsty dog,pitcher; jar; stick; club; well; dog; plant; grass,,,,,,,,3000,,BOr (BL) 646,"British Library, ""Orient"" Collection, Manuscript No. 646",http://www.bl.uk/manuscripts/Viewer.aspx?ref=or_646_f001r,236
1751,1419,FALSE,,,33,36,36,http://www.bl.uk/manuscripts/Viewer.aspx?ref=or_646_f071r,,,1,71r,,2,2,bottom-right,St Mary giving the dog water to drink from her shoe,dog; shoe; throne; jewelry,Mary,,,,,,,3000,,BOr (BL) 646,"British Library, ""Orient"" Collection, Manuscript No. 646",http://www.bl.uk/manuscripts/Viewer.aspx?ref=or_646_f001r,236
1752,1420,FALSE,TRUE,,33,36,58,http://www.bl.uk/manuscripts/Viewer.aspx?ref=or_653_f067r,,https://ethiopic-manuscripts.s3.amazonaws.com/British+Library/BOr+653/BOr653_f067r.jpg,1,67r,,2,1,left,The group of virgins gathered around the well while one of them chases away the thirsty dog,pitcher; jar; tree; bird,,,,,,,,1100,58,BOr (BL) 653,"British Library, ""Orient"" Collection, Manuscript No. 653",http://www.bl.uk/manuscripts/Viewer.aspx?ref=or_653_f001r,236
1753,1420,FALSE,,,33,36,58,http://www.bl.uk/manuscripts/Viewer.aspx?ref=or_653_f067r,,,1,67r,,2,2,right,St Mary giving the dog water to drink from her shoe,throne; shoe; dog,Mary,,,,,,,3000,58,BOr (BL) 653,"British Library, ""Orient"" Collection, Manuscript No. 653",http://www.bl.uk/manuscripts/Viewer.aspx?ref=or_653_f001r,236
1754,1421,FALSE,,,33,36,59,Images not publicly available as of September 2022,,,1,83v,85a,2,1,left,The group of virgins gathered around the well while one of them chases away the thirsty dog,throne; shoe; dog; jar; pitcher; ladle; tree; plant; well,Mary,,,How our Lady gave a drink of water to a thirsty dog in her shoe,,,,4000,53,Davies-DW (EMIP) 1,"Dabra Warq Monastery, Donald Davies Collection, Manuscript No. 1",,236
1755,1421,FALSE,,,33,36,59,Images not publicly available as of September 2022,,,1,83v,85a,2,2,right,The group of virgins gathered around the well while one of them chases away the thirsty dog,jar; pitcher; dog; stick; club; tree; plant; water; well,,,,Virgins; Virgins,,,,4000,53,Davies-DW (EMIP) 1,"Dabra Warq Monastery, Donald Davies Collection, Manuscript No. 1",,236
1756,1422,FALSE,,,33,36,56,https://www.vhmml.org/readingRoom/view/533827,,https://ethiopic-manuscripts.s3.amazonaws.com/EMDA/EMDA+00323/EMDA+00323_131a.jpg,1,,131a,2,1,top,St Mary giving the dog water to drink from her shoe,dog; shoe; jewelry,Mary,,,,,,,1100,55,EMDA (HMML) 323,"Ethiopian Manuscript Digital Archive, HMML Project ID EMDA, Manuscript No. 323",https://w3id.org/vhmml/readingRoom/view/533827,236
1757,1422,FALSE,,,33,36,56,https://www.vhmml.org/readingRoom/view/533827,,https://ethiopic-manuscripts.s3.amazonaws.com/EMDA/EMDA+00323/EMDA+00323_131a.jpg,1,,131a,2,2,bottom,The group of virgins gathered around the well while one of them chases away the thirsty dog,pitcher; jar; stick; club; well; dog; rope; bucket; water,,,,,,,,1100,55,EMDA (HMML) 323,"Ethiopian Manuscript Digital Archive, HMML Project ID EMDA, Manuscript No. 323",https://w3id.org/vhmml/readingRoom/view/533827,236
1758,1423,FALSE,,,33,36,38,Images not publicly available as of September 2022,,https://ethiopic-manuscripts.s3.amazonaws.com/EMIP/EMIP+1044/EMIP1044_81b.jpg,1,,81b,2,1,left,St Mary giving the dog water to drink from her shoe,throne; jewelry; shoe; dog,Mary,,,How our Lady Mary gave a drink to a thirsty dog at her feet,,,,1000,36,EMIP (EMIP) 1044,"Ethiopian Manuscript Imaging Project, HMML Project ID EMIP, Manuscript No. 1044",,236
1759,1423,FALSE,,,33,36,38,Images not publicly available as of September 2022,,https://ethiopic-manuscripts.s3.amazonaws.com/EMIP/EMIP+1044/EMIP1044_81b.jpg,1,,81b,2,2,top-right,The group of virgins gathered around the well while one of them chases away the thirsty dog,well; grass; water; pitcher; jar; stick,,,,Samaritan women drawing water,,,,1000,36,EMIP (EMIP) 1044,"Ethiopian Manuscript Imaging Project, HMML Project ID EMIP, Manuscript No. 1044",,236
1760,1424,FALSE,,,33,36,42,https://w3id.org/vhmml/readingRoom/view/201133,,https://ethiopic-manuscripts.s3.amazonaws.com/EMML+Mss/EMML+7606/EMML+7606_181a.jpg,1,172v,181a,2,1,left,St Mary giving the dog water to drink from her shoe,stool; pitcher; jar; shoe; dog,Mary,,,How our Lady Mary gave a drink of water to a thirsty dog where she went out to draw water with the virgins of the temple,,,,2000,42,EMML (HMML) 7606,"Ethiopian Manuscript Microfilm Library, HMML Project ID EMML, Manuscript No. 7606",https://w3id.org/vhmml/readingRoom/view/201133,236
1761,1424,FALSE,,,33,36,42,https://w3id.org/vhmml/readingRoom/view/201133,,https://ethiopic-manuscripts.s3.amazonaws.com/EMML+Mss/EMML+7606/EMML+7606_181a.jpg,1,172v,181a,2,2,bottom-right,The group of virgins gathered around the well while one of them chases away the thirsty dog,well; water; pitcher; jar; stick; club; dog; tree,,,,"The virgins of the temple, fetchers of water who drove away that thirsty dog; The pitchers; The virgins; How she struck the dog; The well of water",,,,2000,42,EMML (HMML) 7606,"Ethiopian Manuscript Microfilm Library, HMML Project ID EMML, Manuscript No. 7606",https://w3id.org/vhmml/readingRoom/view/201133,236
1762,1425,FALSE,,,33,36,52,https://dpul.princeton.edu/msstreasures/catalog/44558h891,"https://iiif-cloud.princeton.edu/iiif/2/ea%2F85%2Fc2%2Fea85c2bc4ff94371b85642b8d8955f0c%2Fintermediate_file/full/400,/0/default.jpg?t=1651598341580",,1,152v,,2,1,left,St Mary giving the dog water to drink from her shoe,throne; shoe; dog; jewelry,Mary,,,How she gave a drink to a thirsty dog; Our Lady Mary,,,,1100,51,PEM (Princeton) 57,"Princeton University Library, Ethiopic Manuscripts, Manuscript No. 57",https://dpul.princeton.edu/msstreasures/catalog/44558h891,236
1763,1425,FALSE,,,33,36,52,https://dpul.princeton.edu/msstreasures/catalog/44558h891,"https://iiif-cloud.princeton.edu/iiif/2/ea%2F85%2Fc2%2Fea85c2bc4ff94371b85642b8d8955f0c%2Fintermediate_file/full/400,/0/default.jpg?t=1651598341580",,1,152v,,2,2,right,The group of virgins gathered around the well while one of them chases away the thirsty dog,well; grass; pitcher; jar; stick,,,,,,,,100,51,PEM (Princeton) 57,"Princeton University Library, Ethiopic Manuscripts, Manuscript No. 57",https://dpul.princeton.edu/msstreasures/catalog/44558h891,236
1764,1426,FALSE,,,33,36,59,https://dpul.princeton.edu/msstreasures/catalog/12579w78f,"https://iiif-cloud.princeton.edu/iiif/2/0c%2F02%2F70%2F0c0270e80bcf4d2b94d3ae9382df794d%2Fintermediate_file/full/400,/0/default.jpg?t=1651598381078",,2,99r,199,2,1,left,St Mary giving the dog water to drink from her shoe,throne; shoe; dog; jewelry; pitcher; jar; water,Mary,,,,,,,1100,58,PEM (Princeton) 65,"Princeton University Library, Ethiopic Manuscripts, Manuscript No. 65",https://dpul.princeton.edu/msstreasures/catalog/12579w78f,236
1765,1426,FALSE,,,33,36,59,https://dpul.princeton.edu/msstreasures/catalog/12579w78f,"https://iiif-cloud.princeton.edu/iiif/2/0c%2F02%2F70%2F0c0270e80bcf4d2b94d3ae9382df794d%2Fintermediate_file/full/400,/0/default.jpg?t=1651598381078",,2,99r,199,2,2,bottom-right,The group of virgins gathered around the well while one of them chases away the thirsty dog,well; water; pitcher; jar; stick; dog,,,,,,,,1100,58,PEM (Princeton) 65,"Princeton University Library, Ethiopic Manuscripts, Manuscript No. 65",https://dpul.princeton.edu/msstreasures/catalog/12579w78f,236
1766,1427,FALSE,,,33,36,45,https://repository.library.brown.edu/studio/item/bdr:957504/,https://repository.library.brown.edu/iiif/image/bdr:957505/full/full/0/default.jpg,,1,83v,205,2,1,top-right,The group of virgins gathered around the well while one of them chases away the thirsty dog,grass; well; bowl; pitcher; jar,,,,How she gave a drink of water to a thirsty dog in the shoe from her foot,,,,1100,40,DL-E (Brown) 14,"Brown University, Ethiopic Collection, Manuscript No. 14",https://repository.library.brown.edu/studio/item/bdr:957504/,236
1767,1427,FALSE,,,33,36,45,https://repository.library.brown.edu/studio/item/bdr:957504/,https://repository.library.brown.edu/iiif/image/bdr:957505/full/full/0/default.jpg,,1,83v,205,2,2,left,St Mary giving the dog water to drink from her shoe,throne; jewelry; shoe; dog,Mary,,,,,,,1100,40,DL-E (Brown) 14,"Brown University, Ethiopic Collection, Manuscript No. 14",https://repository.library.brown.edu/studio/item/bdr:957504/,236
1768,1429,FALSE,,,33,36,51,https://collections.museumofthebible.org/artifacts/5941-taammera-maryam-miracles-of-mary,,https://ethiopic-manuscripts.s3.amazonaws.com/MoB-Wash+DC+(MoB)+/MoB-Wash+DC+(MoB)+277/MoB-Wash+DC+(MoB)+277_094b.jpeg,1,88r,94b,2,1,right,The group of virgins gathered around the well while one of them chases away the thirsty dog,well; water; stick; club; dog; rope; bucket,,,,,,,,1000,51,MoB-Wash DC (MoB) 277,"Museum of the Bible, [Ethiopic Collection], Manuscript No. 277",https://collections.museumofthebible.org/artifacts/5941-taammera-maryam-miracles-of-mary,236
1769,1429,FALSE,,,33,36,51,https://collections.museumofthebible.org/artifacts/5941-taammera-maryam-miracles-of-mary,,https://ethiopic-manuscripts.s3.amazonaws.com/MoB-Wash+DC+(MoB)+/MoB-Wash+DC+(MoB)+277/MoB-Wash+DC+(MoB)+277_094b.jpeg,1,88r,94b,2,2,left,St Mary giving the dog water to drink from her shoe,shoe; dog,Mary,,,,,,,1000,51,MoB-Wash DC (MoB) 277,"Museum of the Bible, [Ethiopic Collection], Manuscript No. 277",https://collections.museumofthebible.org/artifacts/5941-taammera-maryam-miracles-of-mary,236
1770,1430,FALSE,,,33,36,63,https://gallica.bnf.fr/ark:/12148/btv1b52504901k.r=Ethiopien%20d%27Abbadie%20114?rk=21459;2,,https://ethiopic-manuscripts.s3.amazonaws.com/BNF/d'Abbadie/114/d'Abbadie+(BNF)+114_162.jpg,1,80v,162,2,1,left,St Mary giving the dog water to drink from her shoe,stool; shoe; dog; jar; pitcher; ladle; tree,Mary,,,How our Lady Mary gave a drink of water to a thirsty dog where she went out to draw water with the virgins of the temple,,,,1100,48,d'Abbadie (BNF) 114,"Bibliothèque nationale de France, Ethiopien d'Abbadie Collection, Manuscript No. 114",https://gallica.bnf.fr/ark:/12148/btv1b52504901k.r=Ethiopien%20d%27Abbadie%20114?rk=21459;2,236
1771,1430,FALSE,,,33,36,63,https://gallica.bnf.fr/ark:/12148/btv1b52504901k.r=Ethiopien%20d%27Abbadie%20114?rk=21459;2,,https://ethiopic-manuscripts.s3.amazonaws.com/BNF/d'Abbadie/114/d'Abbadie+(BNF)+114_162.jpg,1,80v,162,2,2,right,The group of virgins gathered around the well while one of them chases away the thirsty dog,jar; pitcher; dog; ladle; stick; club; tree; water; well,,,,"The virgins of the temple, fetchers of water who drove away that thirsty dog; the jars of the virgins; How the girl struck the thirsty dog and drove it away from the water; The pitcher",,,,1100,48,d'Abbadie (BNF) 114,"Bibliothèque nationale de France, Ethiopien d'Abbadie Collection, Manuscript No. 114",https://gallica.bnf.fr/ark:/12148/btv1b52504901k.r=Ethiopien%20d%27Abbadie%20114?rk=21459;2,236
1772,1431,FALSE,,,33,36,48,https://betamasaheft.eu/manuscripts/ESdd001/viewer,,https://ethiopic-manuscripts.s3.amazonaws.com/ESP+(UH)/ESP+(UH)+DD-001/ESP+(UH)+DD-001_093a.jpg,1,92v,93a,2,1,left,St Mary giving the dog water to drink from her shoe,stool; shoe; dog; jar; pitcher; rope; bucket; tree; plant; well,Mary,,,How our Lady Mary gave a drink of water to a thirsty dog where she went out to draw water with the virgins of the temple,,,,1000,48,ESP (UH) DD-001,"Ethio-SPaRe Project, [Ethiopic Collection], Manuscript No. DD-001",https://betamasaheft.eu/manuscripts/ESdd001/viewer,236
1773,1431,FALSE,,,33,36,48,https://betamasaheft.eu/manuscripts/ESdd001/viewer,,https://ethiopic-manuscripts.s3.amazonaws.com/ESP+(UH)/ESP+(UH)+DD-001/ESP+(UH)+DD-001_093a.jpg,1,92v,93a,2,2,right,The group of virgins gathered around the well while one of them chases away the thirsty dog,jar; pitcher; dog; stick; club; tree; plant; water; well,,,,"The virgins of the temple, fetchers of water who drove away that thirsty dog; the jars of the virgins; How the girl struck the thirsty dog and drove it away from the water; The well of water; The pitcher",,,,1000,48,ESP (UH) DD-001,"Ethio-SPaRe Project, [Ethiopic Collection], Manuscript No. DD-001",https://betamasaheft.eu/manuscripts/ESdd001/viewer,236
1774,1432,FALSE,,,33,36,54,"Budge, Lady Meux facsimile",,https://ia903203.us.archive.org/BookReader/BookReaderImages.php?zip=/4/items/gri_33125008690600/gri_33125008690600_jp2.zip&file=gri_33125008690600_jp2/gri_33125008690600_0454.jp2&id=gri_33125008690600&scale=4&rotate=0,1,74r,,2,1,top-right,The group of virgins gathered around the well while one of them chases away the thirsty dog,club; stick; jar; pitcher,,,,,"Plate XCVII Of Budge, Lady Meux facsimile",,,1100,46,B-Oslo (SCOL) 248,"Schøyen Collection-London-Oslo, [Ethiopic Collection], Manuscript No. 248",,236
1775,1432,FALSE,,,33,36,54,"Budge, Lady Meux facsimile",,https://ia903203.us.archive.org/BookReader/BookReaderImages.php?zip=/4/items/gri_33125008690600/gri_33125008690600_jp2.zip&file=gri_33125008690600_jp2/gri_33125008690600_0454.jp2&id=gri_33125008690600&scale=4&rotate=0,1,74r,,2,2,left,St Mary giving the dog water to drink from her shoe,throne; well; dog; shoe; handkerchief; jewelry,Mary,,,,,,,1100,46,B-Oslo (SCOL) 248,"Schøyen Collection-London-Oslo, [Ethiopic Collection], Manuscript No. 248",,236
1776,1433,TRUE,,,1,1,46,https://w3id.org/vhmml/readingRoom/view/203016,,https://ethiopic-manuscripts.s3.amazonaws.com/EMML+Mss/EMML+1180/EMML_1180_096.jpg,1,55v,96,2,1,bottom-left,The hands of Salome are engufled in flames,fire; flame,Mary; Salome,,,,,,,2000,18,EMML (HMML) 1180,"Ethiopian Manuscript Microfilm Library, HMML Project ID EMML, Manuscript No. 1180",https://w3id.org/vhmml/readingRoom/view/203016,260
1777,1433,FALSE,,,1,1,46,https://w3id.org/vhmml/readingRoom/view/203016,,https://ethiopic-manuscripts.s3.amazonaws.com/EMML+Mss/EMML+1180/EMML_1180_096.jpg,1,55v,96,2,2,top-center,St Mary heals the hands of Salome,handkerchief,Mary; Salome,,,,,,,2000,18,EMML (HMML) 1180,"Ethiopian Manuscript Microfilm Library, HMML Project ID EMML, Manuscript No. 1180",https://w3id.org/vhmml/readingRoom/view/203016,260
1778,1434,FALSE,,,9,11,63,https://gallica.bnf.fr/ark:/12148/btv1b52504901k.r=Ethiopien%20d%27Abbadie%20114?rk=21459;2,,https://ethiopic-manuscripts.s3.amazonaws.com/BNF/d'Abbadie/114/d'Abbadie+(BNF)+114_023.jpg,1,11r,23,2,1,right,The poor monk asks St Mary for the foot that he requires,throne,Mary; Jesus Christ; monk,,,"How that monk asked of the Lady Mary saying, ""Prescribe for me what I will eat and what I will eat.""",,,,1100,4,d'Abbadie (BNF) 114,"Bibliothèque nationale de France, Ethiopien d'Abbadie Collection, Manuscript No. 114",https://gallica.bnf.fr/ark:/12148/btv1b52504901k.r=Ethiopien%20d%27Abbadie%20114?rk=21459;2,404
1779,1434,FALSE,,,9,11,63,https://gallica.bnf.fr/ark:/12148/btv1b52504901k.r=Ethiopien%20d%27Abbadie%20114?rk=21459;2,,https://ethiopic-manuscripts.s3.amazonaws.com/BNF/d'Abbadie/114/d'Abbadie+(BNF)+114_023.jpg,1,11r,23,2,2,left,St Mary appears to the poor monk in a vision while he sleeps,bed; blanket; food; clothes,Mary; monk,,,How our Lady Mary brought him a garment and food in the middle of the night while he was sleeping; This is the garment; This is the food,,,,1100,4,d'Abbadie (BNF) 114,"Bibliothèque nationale de France, Ethiopien d'Abbadie Collection, Manuscript No. 114",https://gallica.bnf.fr/ark:/12148/btv1b52504901k.r=Ethiopien%20d%27Abbadie%20114?rk=21459;2,404
1780,1435,FALSE,,,9,11,41,https://w3id.org/vhmml/readingRoom/view/201577,,https://ethiopic-manuscripts.s3.amazonaws.com/EMML+Mss/EMML+8828/EMML_8828_0015a.jpg,1,,15a,2,1,bottom-left,The poor monk asks St Mary for the foot that he requires,,monk,,,,,,,2000,6,EMML (HMML) 8828,"Ethiopian Manuscript Microfilm Library, HMML Project ID EMML, Manuscript No. 8828",https://w3id.org/vhmml/readingRoom/view/201577,404
1781,1435,FALSE,,,9,11,41,https://w3id.org/vhmml/readingRoom/view/201577,,https://ethiopic-manuscripts.s3.amazonaws.com/EMML+Mss/EMML+8828/EMML_8828_0015a.jpg,1,,15a,2,2,bottom-right,St Mary appears to the poor monk in a vision while he sleeps,bed; handkerchief,Mary; monk,,,,,,,2000,6,EMML (HMML) 8828,"Ethiopian Manuscript Microfilm Library, HMML Project ID EMML, Manuscript No. 8828",https://w3id.org/vhmml/readingRoom/view/201577,404
1782,1436,TRUE,,,9,11,52,https://dpul.princeton.edu/msstreasures/catalog/44558h891,"https://iiif-cloud.princeton.edu/iiif/2/a7%2F26%2Ffd%2Fa726fde190f04904a4d23e460e4fa270%2Fintermediate_file/full/400,/0/default.jpg?t=1651598582426",,1,15r,,2,1,top-left,A poor monk lacks the food and clothes that he requires,mesob; table; monk cap,monk,,,,,,,1100,4,PEM (Princeton) 57,"Princeton University Library, Ethiopic Manuscripts, Manuscript No. 57",https://dpul.princeton.edu/msstreasures/catalog/44558h891,404
1783,1436,FALSE,,,9,11,52,https://dpul.princeton.edu/msstreasures/catalog/44558h891,"https://iiif-cloud.princeton.edu/iiif/2/a7%2F26%2Ffd%2Fa726fde190f04904a4d23e460e4fa270%2Fintermediate_file/full/400,/0/default.jpg?t=1651598582426",,1,15r,,2,2,right,St Mary appears to the poor monk in a vision while he sleeps,monk cap; clothes; jewelry,Mary; monk,,,,,,,1100,4,PEM (Princeton) 57,"Princeton University Library, Ethiopic Manuscripts, Manuscript No. 57",https://dpul.princeton.edu/msstreasures/catalog/44558h891,404
1784,1437,FALSE,,,1,3,67,https://www.bl.uk/manuscripts/Viewer.aspx?ref=or_648_f030r,,,2,30r,,3,1,top,The rest of the monks pray in front of the icon of St Mary,church; monastery; icon; throne,Mary,,,,,,,3000,12,BOr (BL) 648,"British Library, ""Orient"" Collection, Manuscript No. 648",http://www.bl.uk/manuscripts/Viewer.aspx?ref=or_648_f001r,6
1785,1437,FALSE,,,1,3,67,https://www.bl.uk/manuscripts/Viewer.aspx?ref=or_648_f030r,,,2,30r,,3,2,bottom-left,The Arabs awake to find the monk having escaped,spear; hat,,,,,,,,3000,12,BOr (BL) 648,"British Library, ""Orient"" Collection, Manuscript No. 648",http://www.bl.uk/manuscripts/Viewer.aspx?ref=or_648_f001r,6
1786,1437,FALSE,,,1,3,67,https://www.bl.uk/manuscripts/Viewer.aspx?ref=or_648_f030r,,,2,30r,,3,3,bottom-right,An angel returns the monk to his monastery,,angel,,,,,,,3000,12,BOr (BL) 648,"British Library, ""Orient"" Collection, Manuscript No. 648",http://www.bl.uk/manuscripts/Viewer.aspx?ref=or_648_f001r,6
1787,1438,FALSE,,,35,52,58,http://www.bl.uk/manuscripts/Viewer.aspx?ref=or_639_f151r,,,1,151r,,3,1,top-left,"The monk surrounded by the other monks, who are attacking him",church; building; food,monk,,,,,,,3000,50,BOr (BL) 639,"British Library, ""Orient"" Collection, Manuscript No. 639",http://www.bl.uk/manuscripts/Viewer.aspx?ref=or_639_f001r,7
1788,1438,FALSE,TRUE,,35,52,58,http://www.bl.uk/manuscripts/Viewer.aspx?ref=or_639_f151r,,https://ethiopic-manuscripts.s3.amazonaws.com/British+Library/BOr+639/BOr639_f151r.jpg,1,151r,,3,2,top-right,The monk standing praying in a church before the icon of the Virgin and Child with his skull-cap fallen to the ground,church; icon; monk cap,Mary; Jesus Christ; monk,,,,,,,1100,50,BOr (BL) 639,"British Library, ""Orient"" Collection, Manuscript No. 639",http://www.bl.uk/manuscripts/Viewer.aspx?ref=or_639_f001r,7
1789,1438,FALSE,,,35,52,58,http://www.bl.uk/manuscripts/Viewer.aspx?ref=or_639_f151r,,,1,151r,,3,3,bottom-center,The other monks preventing him for eating,,monk,,,,,,,3000,50,BOr (BL) 639,"British Library, ""Orient"" Collection, Manuscript No. 639",http://www.bl.uk/manuscripts/Viewer.aspx?ref=or_639_f001r,7
1790,1439,FALSE,,,35,52,63,http://www.bl.uk/manuscripts/Viewer.aspx?ref=or_641_f158r,"https://api.bl.uk/image/iiif/ark:/81055/vdc_100054923333.0x000141/full/400,/0/default.jpg?t=1654627413296",,1,158r,,3,1,top-left,"The monk surrounded by the other monks, who are attacking him",church; building; food,monk,,,How the monks beat and kicked him; Abba Śalusi,,,,9000,50,BOr (BL) 641,"British Library, ""Orient"" Collection, Manuscript No. 641",http://www.bl.uk/manuscripts/Viewer.aspx?ref=or_641_f001r,7
1791,1439,FALSE,,,35,52,63,http://www.bl.uk/manuscripts/Viewer.aspx?ref=or_641_f158r,,,1,158r,,3,2,top-right,The monk standing praying in a church before the icon of the Virgin and Child with his skull-cap fallen to the ground,church; icon; monk cap,Mary; Jesus Christ; monk,,,How Abba Śalusi prayed; The icon of our Lady and her Son; The skullcap of Abba Śalusi,,,,9000,50,BOr (BL) 641,"British Library, ""Orient"" Collection, Manuscript No. 641",http://www.bl.uk/manuscripts/Viewer.aspx?ref=or_641_f001r,7
1792,1439,FALSE,,,35,52,63,http://www.bl.uk/manuscripts/Viewer.aspx?ref=or_641_f158r,"https://api.bl.uk/image/iiif/ark:/81055/vdc_100054923333.0x000141/full/400,/0/default.jpg?t=1654627413296",,1,158r,,3,3,bottom-right,The other monks preventing him for eating,,monk,,,How the monks prevented Abba Śalusi from eating beans/lupine seeds,,,,9000,50,BOr (BL) 641,"British Library, ""Orient"" Collection, Manuscript No. 641",http://www.bl.uk/manuscripts/Viewer.aspx?ref=or_641_f001r,7
1793,1440,FALSE,,,35,52,48,http://www.bl.uk/manuscripts/Viewer.aspx?ref=or_645_f114v,,,1,114v,,3,1,top-left,"The monk surrounded by the other monks, who are attacking him",church; building; food,monk,,,,,,,9000,43,BOr (BL) 645,"British Library, ""Orient"" Collection, Manuscript No. 645",http://www.bl.uk/manuscripts/Viewer.aspx?ref=or_645_f001r,7
1794,1440,FALSE,,,35,52,48,http://www.bl.uk/manuscripts/Viewer.aspx?ref=or_645_f114v,,,1,114v,,3,2,right,The monk standing praying in a church before the icon of the Virgin and Child with his skull-cap fallen to the ground,church; icon; monk cap,Mary; Jesus Christ; monk,,,,,,,9000,43,BOr (BL) 645,"British Library, ""Orient"" Collection, Manuscript No. 645",http://www.bl.uk/manuscripts/Viewer.aspx?ref=or_645_f001r,7
